SMILES,Binary_Activity,QED
O=C1/C(=C/c2c[nH]c3ccccc23)Oc2c1ccc(O)c2CN1CCCNCC1,1,0.5994714954344721
O=C1/C(=C/c2c[nH]c3ccccc23)Oc2c1ccc(O)c2CN1CCNCC1,1,0.6138401694681387
O=C1/C(=C/c2c[nH]c3ccccc23)Oc2c(CN3CCNCC3)cccc21,1,0.705421992293815
COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3ccccc13)C2=O,1,0.6711022878616683
CCOc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3ccccc13)C2=O,1,0.6376202483899678
CCCOc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3ccccc13)C2=O,1,0.5941767692988817
O=C1/C(=C/c2c[nH]c3ccccc23)Oc2c1ccc(OCc1ccccc1)c2CN1CCNCC1,1,0.4018168040274635
COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3ncccc13)C2=O,1,0.6669403588158085
COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3cnccc13)C2=O,1,0.6669403588158085
COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1c[nH]c3ccncc13)C2=O,1,0.6669403588158085
COc1ccc2c(c1CN1CCNCC1)O/C(=C\c1n[nH]c3ccccc13)C2=O,1,0.6669403588158085
Nc1nc2c(-c3ccco3)nccc2[nH]1,0,0.6271642202779717
Nc1nc2c(-c3cccs3)nccc2[nH]1,0,0.6552960799853297
Nc1nc2c(-c3ccoc3)nccc2[nH]1,0,0.6271642202779717
Nc1nc2c(-c3ccsc3)nccc2[nH]1,0,0.6552960799853298
Nc1nc2c(-c3ccccn3)nccc2[nH]1,0,0.6402577632537756
Nc1nc2c(-c3cccnc3)nccc2[nH]1,0,0.6402577632537756
Nc1nc2c(-c3ccccc3)nccc2[nH]1,0,0.6466336315784136
Nc1nc2c(-c3ccc[nH]3)nccc2[nH]1,0,0.5554036624356969
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,1,0.13931677804751477
O=c1cc(N2CCOCC2)oc2c(-c3ccc4c(c3)OCCO4)csc12,1,0.6897710813523689
O=C1Nc2ccccc2/C1=C/c1c[nH]nc1-c1ccccc1[N+](=O)[O-],1,0.435391786991985
O=C(Nc1c[nH]c2ncccc12)c1cnn2ccc(NCC3(F)CCNCC3)nc12,1,0.40338557606240444
O=C(Nc1ccc(F)cc1)c1cnn2c(O)cc(C3CCNCC3)nc12,1,0.6704955085018067
