SMILES
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12
CCC(CO)Nc1nc(Nc2cccc(-c3ccccn3)c2)c2ncn(C(C)C)c2n1
CN(c1ncccc1CNc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F)S(C)(=O)=O
O=C1Nc2ccc(Cl)cc2C1=Cc1ccc2c(c1)OCO2
O=C1Nc2ccc(Cl)cc2C1=Cc1cc(F)cc(F)c1
NC(=O)Cc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)cc1
COc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)c(OC)c1OC
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1F
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1[N+](=O)[O-]
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1S(=O)(=O)O
Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1
O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F
COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2
CCCCN(CCCC)C(=O)CN1CC(c2cc(OC)c3c(c2)OCO3)C(C(=O)O)C1CC(C)(C)CCC
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1
O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
