SMILES
C[S+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(C=CN4CNc5c(NC6CC6)ncnc54)c3)cc(C(F)(F)F)c2)cn1
O=C1Nc2ccc(Cl)cc2C1=Cc1ccc2c(c1)OCO2
O=C1Nc2ccc(Cl)cc2C1=Cc1cc(F)cc(F)c1
NC(=O)Cc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)cc1
COc1ccc(C=C2C(=O)Nc3ccc(Cl)cc32)c(OC)c1OC
COc1cc(Nc2c(C#N)cnc3cc(C=CCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1F
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1[N+](=O)[O-]
O=C1Nc2ccc(Cl)cc2C1=Cc1ccccc1S(=O)(=O)O
COc1ccccc1C=Cc1nc2ccccc2c(=O)[nH]1
O=S(=O)(NC1CCC(c2cc(F)ccc2F)(S(=O)(=O)c2ccc(Cl)cc2)CC1)C(F)(F)F
Cn1cc(C=C2Oc3cccc(O)c3C2=O)c2c(-c3ccc(C(=O)NCCO)cc3)ccnc21
Fc1cc(-c2cccc3ncc(-c4cnn(C5CCNCC5)c4)nc23)cc(F)c1CN1CCOCC1
Cc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1
CCCCN(CCCC)C(=O)CN1CC(c2cc(OC)c3c(c2)OCO3)C(C(=O)O)C1CC(C)(C)CCC
Cc1ccc(C(=O)Nc2ccc(CN3CCCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2ccccn12
