"SMILES","Binary_Activity"
"c1ccc2cc(-c3cnn4ccc(N5CCNCC5)nc34)ccc2c1",1
"NCCNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",1
"c1ccc2cc(-c3cnn4ccc(NC5CNC5)nc34)ccc2c1",1
"c1ccc(NCCNc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)cc1",0
"NCCCNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",1
"CN(C)CCNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",1
"CCN1CCCC1CNc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",1
"NCCNc1ccn2ncc(-c3ccc4sccc4c3)c2n1",1
"NCCNc1ccn2ncc(-c3ccc4scnc4c3)c2n1",1
"NCCNc1ccn2ncc(-c3ccc4[nH]c(=O)[nH]c4c3)c2n1",1
"NCCNc1ccn2ncc(-c3ccc4cn[nH]c4c3)c2n1",1
"NCCNc1ccn2ncc(-c3ccc(-c4ccccc4)cc3)c2n1",0
"NCCNc1ccn2ncc(-c3cccc(-c4ccccc4)c3)c2n1",0
"NCCNc1ccn2ncc(-c3ccccc3-c3ccccc3)c2n1",0
"NCCNc1ccn2ncc(-c3cccc(N4CCCCC4)c3)c2n1",1
"c1cncc(CNc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)c1",1
"c1cncc(Nc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)c1",1
"Nc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",0
"c1ccc2cc(-c3cnn4ccc(NCC5CC5)nc34)ccc2c1",1
"c1ccc2cc(-c3cnn4ccc(NC5CCCCC5)nc34)ccc2c1",1
"OC1CCC(Nc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)CC1",1
"NC1CCC(Nc2ccn3ncc(-c4ccc5ccccc5c4)c3n2)CC1",1
"NC1CCCCC1Nc1ccn2ncc(-c3ccc4ccccc4c3)c2n1",1
"NC1CCCN(c2c(C=C3SC(=O)NC3=O)cccc2-c2ccccc2)C1",1
"Nc1nccnc1C(=O)Nc1cnccc1N1CCCC(N)C1",1
"Nc1cccnc1C(=O)Nc1cnccc1N1CCCC(N)C1",1
"Nc1ccc(Oc2ccccc2)nc1C(=O)Nc1cnccc1N1CCCC(N)C1",1
"Nc1nccc(-c2ccc(N)c(C(=O)Nc3cnccc3N3CCCC(N)C3)n2)n1",1
"Nc1ccc(-c2ccccc2C(F)(F)F)nc1C(=O)Nc1cnccc1N1CCCC(N)C1",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1N1CCCC(N)C1",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1N1CCC(O)C(N)C1",1
"CC(=O)Nc1nc(C(=O)Nc2ccncc2N2CCCCC2)cs1",0
"CC(=O)Nc1nc(C(=O)Nc2cnccc2N2CCCCC2)cs1",0
"CC(=O)Nc1nc(C(=O)Nc2cnc(N)cc2N2CCCCC2)cs1",1
"Nc1nccnc1C(=O)Nc1cnccc1N1CCCCC1",0
"Nc1nccnc1C(=O)Nc1cnccc1N1CCNCC1",1
"NCC(=O)N1CCN(c2ccncc2NC(=O)c2nccnc2N)CC1",1
"NCCC(=O)N1CCN(c2ccncc2NC(=O)c2nccnc2N)CC1",1
"NCC1CCCN(c2ccncc2NC(=O)c2nccnc2N)C1",1
"CC(=O)Nc1nc(C(=O)Nc2ccccc2N2CCCCC2)cs1",0
"O=C(Nc1ccccc1N1CCCCC1)c1cscn1",0
"Nc1nccnc1C(=O)Nc1ccccc1N1CCCCC1",0
"Nc1cccnc1C(=O)Nc1ccccc1N1CCCCC1",0
"O=C(Nc1ccccc1N1CCCCC1)c1ncccc1O",0
"Nc1cccc(C(=O)Nc2ccccc2N2CCCCC2)n1",0
"CC1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1O",1
"Oc1ccc(-c2cnc3[nH]cc(-c4ccc(O)cc4)c3c2)cc1",0
"Oc1ccc(-c2c[nH]c3ncc(-c4ccc(O)cc4O)cc23)cc1",1
"Oc1ccc(-c2c[nH]c3ncc(-c4ccc(O)c(O)c4)cc23)cc1",0
"CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21",1
"CCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CN(C)CCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CCN(CC)CCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CN(C)CCCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CCN(CC)CCCOc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CN(C)CCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CCN(CC)CCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CN(C)CCCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CCN(CC)CCCNc1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"CN(C)CCN(C)c1cncc(-c2ccc3[nH]cc(-c4ccnc(N)n4)c3c2)n1",1
"Nc1nccc(-c2c[nH]c3ccc(Br)cc23)n1",0
"O=C(Cc1c(F)cccc1Cl)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1",1
"CN1CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"NC1CCC(Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"NC1CCCN(c2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)C1",1
"OC1CCC(Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"CC1(O)CCC(Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"CC(C)(O)C1CCC(Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"COC1CCC(Nc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"FC(F)(F)Oc1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1",1
"O=S1(=O)CCC(CNc2ccn3ncc(-c4cccc(OC(F)(F)F)c4)c3n2)CC1",1
"OC1CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"CC1(O)CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"CC(C)(O)C1CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"COC1CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"FC(F)(F)c1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1",1
"O=S1(=O)CCC(CNc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"O=S1(=O)CCC(Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1",1
"NC1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"NC1CCCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)C1",1
"OC1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"CC1(O)CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"CC(C)(O)C1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"COC1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"Clc1cccc(-c2cnn3ccc(NCC4CCOCC4)nc23)c1",1
"O=S1(=O)CCC(CNc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"O=C1CCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1",1
"O=C(Nc1cnccc1OC1CCNC1)c1csc(-c2c(F)cccc2F)n1",1
"O=C(Nc1cnccc1OC1CCNCC1)c1csc(-c2c(F)cccc2F)n1",1
"O=C(Nc1cnccc1OC1CCCCC1)c1csc(-c2c(F)cccc2F)n1",1
"O=C(Nc1cnccc1OC1CCOCC1)c1csc(-c2c(F)cccc2F)n1",1
"O=C(Nc1cnccc1OCC1CCOCC1)c1csc(-c2c(F)cccc2F)n1",1
"O=C(Nc1cnccc1OC1CCC(O)CC1)c1csc(-c2c(F)cccc2F)n1",1
"Nc1sc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1OC1CCNC1",1
"Fc1ccccc1-c1cccc(CNc2cnccc2OC2CCNCC2)n1",1
"Fc1cccc(F)c1-c1cccc(CNc2cnccc2OC2CCNCC2)n1",1
"O=C(Nc1cnccc1OC1CCNCC1)c1cccc(-c2c(F)cccc2F)n1",1
"Fc1cccc(F)c1-c1nc2c(Nc3cnccc3OC3CCNC3)cccc2s1",1
"Fc1cccc(F)c1-c1nc(-c2ccc3nccc(N4CCNCC4)c3c2)cs1",1
"NC(=O)c1ccc(-c2csc(-c3c(F)cccc3F)n2)cc1",0
"O=C(Nc1cccnc1)c1csc(-c2c(F)cccc2F)n1",0
"NC(=O)c1ccc(-c2c[nH]c3ncnc(NCCO)c23)cc1",1
"NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)CC1",1
"NC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCNCC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCNCC4)n3)c2c1",1
"OC1CCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)CC1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCNCC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCCNC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CCNC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(NC4CNC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CCNCC4)n3)c2c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CCCNC4)n3)c2c1",1
"C=C1CCNCC1Oc1cncc(-c2n[nH]c3ccc(-c4c(F)cccc4F)cc23)n1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"CC1(C)CCNCC1Oc1cncc(-c2n[nH]c3ccc(-c4c(F)cccc4F)cc23)n1",1
"Fc1ccccc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"c1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)cc1",1
"Fc1cccnc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"Fc1ccncc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"Fc1cnccc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"Fc1ncccc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"Cn1cncc1-c1ccc2[nH]nc(-c3cncc(OC4CNCCC45CC5)n3)c2c1",1
"c1csc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)n1",1
"Nc1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)c(F)c1",1
"Oc1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)c(F)c1",1
"NC(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)c(F)c1",1
"CS(=O)(=O)c1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)c(F)c1",1
"CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(-c4cncc(OC5CNCCC56CC6)n4)c3c2)c(F)c1",1
"Fc1cccc(F)c1-c1ccc2[nH]nc(-c3cncc(N4CCCCC4)n3)c2c1",1
"NC1CCCN(c2cncc(-c3n[nH]c4ccc(-c5c(F)cccc5F)cc34)n2)C1",1
"Cc1cc(Nc2ncnc3sc(C(=O)O)c(C)c23)c(=O)n(C)c1",1
"COCCn1cc(C)cc(Nc2ncnc3sc(C(=O)O)c(C)c23)c1=O",1
"COCCCNC(=O)c1sc2ncnc(Nc3cc(C)cn(C)c3=O)c2c1C",1
"Cn1cc(-c2cc3c(-c4cccc(OC5CCCNC5)n4)n[nH]c3cn2)cn1",1
"Cn1cc(-c2cc3c(-c4cccc(N5CCCC(N)C5)n4)n[nH]c3cn2)cn1",1
"Cn1cc(-c2cc3c(-c4cccc(N5CCC(N)C5)n4)n[nH]c3cn2)cn1",1
"Cn1cc(-c2cc3c(-c4cccc(N5CCCC(N)C5)c4)n[nH]c3cn2)cn1",1
"Cc1ccc(-c2n[nH]c3cnc(-c4cnn(C)c4)cc23)nc1N1CCCC(N)C1",1
"CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1",1
"c1cc(-c2n[nH]c3cnc(C4CCCO4)cc23)nc(N2CCNCC2)c1",1
"c1cc(-c2n[nH]c3cnc(C4CCCOC4)cc23)nc(N2CCNCC2)c1",1
"O=C1CN(c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)CCN1",1
"c1cc(-c2n[nH]c3cnc(N4CCOCC4)cc23)nc(N2CCNCC2)c1",1
"Cn1cc(-c2cc3c(-c4ccccn4)n[nH]c3cn2)cn1",1
"Cn1cc(-c2cc3c(-c4cccc(N5CCCNCC5)n4)n[nH]c3cn2)cn1",1
"Cn1cc(-c2cc3c(-c4cccc(C5CCNCC5)n4)n[nH]c3cn2)cn1",1
"CCn1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1=O",1
"Cn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1",1
"N#CCn1cc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)cn1",1
"c1cc(-c2n[nH]c3cnc(-c4cnn(CC5CC5)c4)cc23)nc(N2CCNCC2)c1",1
"c1cc(-c2n[nH]c3cnc(-n4ccnc4)cc23)nc(N2CCNCC2)c1",1
"NC(=O)Cc1cc2c(-c3cccc(N4CCNCC4)n3)n[nH]c2cn1",1
"NC(=O)Nc1cc2c(-c3cccc(N4CCNCC4)n3)n[nH]c2cn1",1
"CN1C(=O)CN(c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)C1=O",1
"Cc1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)c1",1
"Cc1cncc(-c2cc3c(-c4cccc(N5CCNCC5)n4)n[nH]c3cn2)n1",1
"CC1CC(c2ccncc2NC(=O)c2nc(C3CCCCC3)ccc2N)CC(N)C1O",1
"CC1CC(O)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)CC(N)C1O",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)CC(N)C1O",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(O)ccc3F)n2)CC(N)C1O",1
"NC1CCCC(c2ccncc2NC(=O)c2cccc(-c3ccc(O)cc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2cccc(-c3cc(O)ccc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2cccc(-c3c(F)cc(O)cc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1",1
"CC1(C)CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(N)CC(C)(C)C3)ccc2F)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(N)CC(C)(C)C3)n2)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3N3CC(C)C(O)C(N)C3)n2)c1F",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(F)cc(F)c3F)n2)C1",1
"CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)n2)c1F",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)CC(N)C1O",1
"CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)n2)c1F",1
"CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CCCC(N)C3)n2)c1F",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CCCC(N)C3)ccc2F)c1F",1
"CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)CC(N)C3)n2)c1F",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3N3CC(C)C(O)C(N)C3)ccc2F)c1F",1
"CC1CN(c2ccncc2NC(=O)c2cccc(-c3ccccc3F)n2)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2cccc(-c3c(F)cccc3F)n2)CC(N)C1O",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)CC(N)C3)ccc2F)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CCCC(N)C3)n2)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(N)CC(N)C3)n2)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)n2)c1F",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(O)ccc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2nc(-c3cc(O)ccc3F)ccc2F)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2cccc(-c3cc(O)ccc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2cccc(-c3c(F)cc(O)cc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2cccc(-c3ccc(O)cc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(O)cc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2nc(-c3ccc(O)cc3F)ccc2F)C1",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)ccc2F)c1F",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)n2)c1F",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2nc(-c3c(F)cc(O)cc3F)ccc2F)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2nc(-c3cc(O)ccc3F)ccc2F)C1",1
"COc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)CC(N)C3)ccc2F)c1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(O)ccc3F)n2)C1",1
"COc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)ccc2F)c1F",1
"NC1CCCC(c2ccncc2NC(=O)c2cccc(-c3cc(F)cc(F)c3F)n2)C1",1
"CC1(C)CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1O",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)C1",1
"CC1CC(c2ccncc2NC(=O)c2cccc(-c3c(F)cccc3F)n2)CC(N)C1O",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(C3CCC(O)CC3)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(C3CCC(O)CC3)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)C1",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)CC(N)C3)n2)c1",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)CC(N)C3)ccc2F)c1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cccc(F)c3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(F)ccc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2cccc(-c3ccccc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2cccc(-c3c(F)cccc3F)n2)C1",1
"CCCOc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)ccc2F)c1",1
"Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1CCC(O)C(N)C1",1
"Nc1cc(F)c(-c2ccccc2F)nc1C(=O)Nc1cnccc1C1CCC(O)C(N)C1",1
"CCCOc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)c(N)cc2F)c1",1
"CCCOc1ccc(F)c(-c2ccc(N)c(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)n2)c1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1",1
"Cc1ccc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)ccc2F)c1",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)n2)c1",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)CC(N)C1O",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(F)cc3F)n2)C1",1
"NC1CC(c2ccncc2NC(=O)c2cccc(-c3c(F)cccc3F)n2)CCC1O",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3cccc(F)c3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2F)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(F)ccc3F)n2)C1",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccc(F)cc3F)n2)C1",1
"NC1CC(c2ccncc2NC(=O)c2cccc(-c3ccccc3F)n2)CCC1O",1
"CCCOc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CCC(O)C(N)C3)n2)c1",1
"NC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)CCC1O",1
"NC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CCC1O",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)CC(N)C1O",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)C1",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1=CC(N)C(O)CC1",1
"CC1CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)CC(N)C1O",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)C1",1
"Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1CCCC(N)C1",1
"CC(=O)OC1CCC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)CC1N",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1CCC(O)C(N)C1",1
"CC1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)CC(N)C1O",1
"CC1CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ccc2N)=CC(O)C1",1
"Nc1ccc(C2CCCCC2)nc1C(=O)Nc1cnccc1C1CCCC(N)C1",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1=CC(N)CCC1",1
"Cc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(N)CC(C(F)(F)F)C3)n2)c1",1
"COc1cc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(N)CC(C(F)(F)F)C3)n2)c(F)c1",1
"Nc1cc(F)c(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1CC(N)CC(C(F)(F)F)C1",1
"NC1CC(c2ccncc2NC(=O)c2ccc(F)c(C3CCCCC3)n2)CC(C(F)(F)F)C1",1
"Nc1ccc(-c2c(F)cccc2F)nc1C(=O)Nc1cnccc1C1CC(N)CC(C(F)(F)F)C1",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccccc3F)n2)CC(O)C1O",1
"CC1CN(c2ccncc2NC(=O)c2cccc(-c3c(F)cccc3F)n2)CC(O)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(O)C1O",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(O)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3cccnc3)n2)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccncc3F)n2)CC(N)C1O",1
"CC1CN(c2ccncc2NC(=O)c2ccc(F)c(-c3ccncc3)n2)CC(N)C1O",1
"CC1CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)CC(O)C1O",1
"CC1(C)CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)C1",1
"COc1cc(F)c(-c2nc(C(=O)Nc3cnccc3C3CC(N)CC(C)(C)C3)ccc2F)c(F)c1",1
"NC1CCCC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(O)c3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(O)c3F)n2)C1",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cc(C(F)(F)F)ccc3F)n2)CC(N)C1O",1
"CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3cccc(C(F)(F)F)c3F)n2)CC(N)C1O",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cc(O)cc3F)n2)C1",1
"CC1CC(N)CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)ccc(F)c3F)n2)C1",1
